
[START] Batch 0 (0 → 2000)
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/4b4bddb922c949f7dabd65b85ee4f5ced419a73a -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/04371b6b9eac1e672e153f7f7c62011f9b3bc556 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/4b4bddb922c949f7dabd65b85ee4f5ced419a73a -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/04371b6b9eac1e672e153f7f7c62011f9b3bc556 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/4b4bddb922c949f7dabd65b85ee4f5ced419a73a -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/04371b6b9eac1e672e153f7f7c62011f9b3bc556 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/8a707f34336710bc13886e6766e5622c2b7b99fe -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/044259668a429d8291b10aa4269f800c7ca7f757 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/8a707f34336710bc13886e6766e5622c2b7b99fe -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/044259668a429d8291b10aa4269f800c7ca7f757 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/eaa9b514100f88e6eaea7e8d683a0b466b315046 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/ansible/ansible/git/blobs/d76020f0af8c98db1246ccd74e62f4ebb8c0b02f -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/ansible/ansible/git/blobs/04a3f51b50d4291b62e9c4305a0f721806ba6487 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/ansible/ansible/git/blobs/d76020f0af8c98db1246ccd74e62f4ebb8c0b02f -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/ansible/ansible/git/blobs/04a3f51b50d4291b62e9c4305a0f721806ba6487 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/ansible/ansible/git/blobs/d76020f0af8c98db1246ccd74e62f4ebb8c0b02f -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/ansible/ansible/git/blobs/04a3f51b50d4291b62e9c4305a0f721806ba6487 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/ansible/ansible/git/blobs/d76020f0af8c98db1246ccd74e62f4ebb8c0b02f -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/ansible/ansible/git/blobs/04a3f51b50d4291b62e9c4305a0f721806ba6487 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/4cafce6170616954550f1ec4cfdf8eacb2009f17 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/04dbc497ccb76c16228d45744b76914a7a1f00f6 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/4cafce6170616954550f1ec4cfdf8eacb2009f17 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/04dbc497ccb76c16228d45744b76914a7a1f00f6 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/742408b87c727a8e2e56806ec12b22e1c30bf9b1 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/056a9de9e71faaf93eab633b7bda2e5ee63ade78 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/great-expectations/great/expectations/git/blobs/a4b2e514346cc463e31dd480a5de46bdbfcd44c8 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/great-expectations/great/expectations/git/blobs/0591cffcd5c29647ddb2f5d7bee79b6b6ef49e19 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/1f1f5677a52b9518cebe7c60eec2ea775087891d -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/05d6417966f58027ffa27cd069a756c19fc6d0ee -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/372d8bf7ce65ad135114925d0a9260bd7c26ce7e -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/05f11bc289c22e775a2bcfe32f3f44eca33cb191 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/bba3b8f4b7ce229ebc3ecff5ec9d9f852dd4ce88 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/74c7fed220eaebe3161117f7aa235c5593320c75 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/79d036b4da514dff30d0e3d5cd117d0066c938f5 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/d0dc789ff92db92db4980e50fc451128e6cc39ce -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/061b3476cb1f60124d4195a360da8fd83e61f661 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/taigaio/taiga-back/git/blobs/062c68c169d92bb488a38ff578471aa763d8d406 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/taigaio/taiga-back/git/blobs/084dcedcac639a81b791bc75d73bf8db893d4f9f -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/taigaio/taiga-back/git/blobs/084dcedcac639a81b791bc75d73bf8db893d4f9f -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/taigaio/taiga-back/git/blobs/74ae629b31a851236440bcc77e42031d8599eefb -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/taigaio/taiga-back/git/blobs/a19c7f2dbeabbd338aa6b4ec04f5123deea6dab8 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/taigaio/taiga-back/git/blobs/a19c7f2dbeabbd338aa6b4ec04f5123deea6dab8 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/taigaio/taiga-back/git/blobs/b1d496613bcd246f994b42c86db1ffba893256a1 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/ildoonet/tf-pose-estimation/git/blobs/a67a25cd17ef3823dd62af66f1c931248ad71dde -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/ildoonet/tf-pose-estimation/git/blobs/06370559c6f1bcc84340417c8ba333bebf600150 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/great-expectations/great/expectations/git/blobs/a7acba3ffecca2aaf1cfe66bd66c2149722f1d9e -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/great-expectations/great/expectations/git/blobs/063a2c16e8997af8a8c780012e5bea3d41d70820 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/e28badc367bad5ec1b0fc7babb149f732669abd2 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/06659b9843743199730a79cfbdadd1c52d50225f -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/wbond/package/control/git/blobs/8783f09c20b85eb668993c0f97d098862fb8af9c -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/wbond/package/control/git/blobs/06bc3e1ea946dd2b97e4302715c3c8d147fb6c46 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/06f7f58bbc7082f4a3e21002048c6d0825a5fb29 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/oarriaga/face/classification/git/blobs/057a83ad4e011da255c425069bd02e7d947c0d6b -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/oarriaga/face/classification/git/blobs/0702aed87c63db38a5233c7c86c97d249db01206 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/Netflix/security/monkey/git/blobs/e80e4013f173daacdeff6372e85446bf61b4320f -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/Netflix/security/monkey/git/blobs/070792428b154808490c0fc141036d69c221ccfb -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/a0d3eefa6a66f505be7f1d66530a588b1b257748 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/072e2922d9cb1ae7d59119d4624b971439b9712e -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/ildoonet/tf-pose-estimation/git/blobs/a202c99a88819bf6e545712dda50b4f664db7e85 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/ildoonet/tf-pose-estimation/git/blobs/075d8b5788e9693918f059cce01b45fb96c2eb39 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/ildoonet/tf-pose-estimation/git/blobs/a202c99a88819bf6e545712dda50b4f664db7e85 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/ildoonet/tf-pose-estimation/git/blobs/075d8b5788e9693918f059cce01b45fb96c2eb39 -> 404
[DONE] Batch 1: 1465 samples → ../downloaded_data/pysstubs/output_batches/batch_001.jsonl

[START] Batch 2 (4000 → 6000)
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/a6cdd6566c2fc366cc718ce06950bcbe39c07b0e -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/08a880fa1098f362ab403eecf73e8dcfa7f4a0f3 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/Netflix/security/monkey/git/blobs/d2e7efcd5a51a18cd781f726603dcd665b562bc3 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/Netflix/security/monkey/git/blobs/08d70044f27103bf4fdb2fa1b9273524dfaf0b37 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/apache/airflow/git/blobs/bf56ef943a9d10b8b8932b6171f11c34ecd60014 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/apache/airflow/git/blobs/08ee1181406734667cf59e8296b6c4941121ce3d -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/093aabefce69bd814df2779486ab4a8a2dd9fd99 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/d85587582fc7816ce8617be12b49c6ec4a365899 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/096357375b7214ebdc70865f6e8bf0a5657143d4 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/arc298/instagram-scraper/git/blobs/b5c12fbdbe22851d1a3cbf4042be19bf480a64b2 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/arc298/instagram-scraper/git/blobs/096bb3c041aa227978f1c70d3d973ffb8783c18b -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/ansible/ansible/git/blobs/10a59ea7e43fab2b59d9c393fb041605b864a39d -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/ansible/ansible/git/blobs/0992a75e9a6e50367056f1f3e822c7f39d875b0c -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/corna/me/cleaner/git/blobs/0522b798b17be2198114caa97c013e54fecb5cda -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/corna/me/cleaner/git/blobs/09ff0fa3dfcc8655302f877faf34618431f10acd -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/ansible/ansible/git/blobs/689707e2e9289dae5c0861c48fea51aa576d046b -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/ansible/ansible/git/blobs/0a2355aebf8e56f89d504031930a329dbcd59c68 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/numpy/numpy/git/blobs/98c02e8b3c20d9b068002aea0d1ebecbbd00e400 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/numpy/numpy/git/blobs/98c02e8b3c20d9b068002aea0d1ebecbbd00e400 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/numpy/numpy/git/blobs/98c02e8b3c20d9b068002aea0d1ebecbbd00e400 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/numpy/numpy/git/blobs/98c02e8b3c20d9b068002aea0d1ebecbbd00e400 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/bdf421fd68a6bfa1113c17ff92c270f5e77a99f8 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/26d6041c5791375a8ec12a76e18a6efcfb7a4e5a -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/0b7cc90a5fee63a15caa7f77eb9bc24da7bab3b6 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/9b409ef96eee2a38344766d79aa197e1efe5c9dc -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/0e1d1a797aaa37c3ff68bc75d6f1cb23d68a8fb4 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/9b409ef96eee2a38344766d79aa197e1efe5c9dc -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/0e1d1a797aaa37c3ff68bc75d6f1cb23d68a8fb4 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/9b409ef96eee2a38344766d79aa197e1efe5c9dc -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/0e1d1a797aaa37c3ff68bc75d6f1cb23d68a8fb4 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/aed5ed77dee8a6bc77207a43894dddb244e4e2be -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/1c6a44002d28995432a852e130f9dd58a2067915 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/834d68bd09a3da77b3f4f5b3bfac03cf6a60047b -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/5019a0e000328086387824b8426cb2e6af99bc27 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/981cf3a06870311482be0afa49509834c9d666c2 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/a37ac19bb4184636ee5512f43afbd8c004e806ff -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/0b9acaa4a1a14b6bbd59caa32d5093dd5a474e87 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/a37ac19bb4184636ee5512f43afbd8c004e806ff -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/0b9acaa4a1a14b6bbd59caa32d5093dd5a474e87 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/d7c0e850c22e6828e078bdaad82dbbd839bbe899 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/0ba859bd317ce4eeb736326655ad6a7d58aefe01 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/d7c0e850c22e6828e078bdaad82dbbd839bbe899 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/0ba859bd317ce4eeb736326655ad6a7d58aefe01 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/timgrossmann/InstaPy/git/blobs/57b5a0b08083d070a2b4f36cd3c813261faeaef0 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/timgrossmann/InstaPy/git/blobs/0bd6cb7cee764b70c365af0ccb2128e1573264ae -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/6f0255a56baa4f723a8f8ba61d505cd41cc8f46b -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/0ca0161ee08aa123909117f55fd62dcb34789881 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/161aee16932c61905ee24d4eeed2ee2bfa6d3803 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/rusty1s/pytorch/geometric/git/blobs/0ceffdb4636999a76d75c6c04ecfb75bac8bb662 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/timgrossmann/InstaPy/git/blobs/350d0879bac253c5f7bf2159c27578494ee0bccc -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/timgrossmann/InstaPy/git/blobs/0cfd5973001a11e9522938b71c396e14931d1342 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/timgrossmann/InstaPy/git/blobs/350d0879bac253c5f7bf2159c27578494ee0bccc -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/timgrossmann/InstaPy/git/blobs/0cfd5973001a11e9522938b71c396e14931d1342 -> 404
[DONE] Batch 2: 1489 samples → ../downloaded_data/pysstubs/output_batches/batch_002.jsonl

[START] Batch 3 (6000 → 8000)
[ERROR] Failed to fetch: https://api.github.com/repos/Netflix/security/monkey/git/blobs/e22b441b4a6d965f61923c6df31c15cfcb51db54 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/Netflix/security/monkey/git/blobs/0d5b36a760039204d91ce94d55312ffaeaeb3632 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/65b1dd25173bf1a748bcb6882dd5a2a4d3fb7ec0 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/0dc43fea263af4805682a47eef50b42487d771d3 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/65b1dd25173bf1a748bcb6882dd5a2a4d3fb7ec0 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/0dc43fea263af4805682a47eef50b42487d771d3 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/65b1dd25173bf1a748bcb6882dd5a2a4d3fb7ec0 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/0dc43fea263af4805682a47eef50b42487d771d3 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/65b1dd25173bf1a748bcb6882dd5a2a4d3fb7ec0 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/0dc43fea263af4805682a47eef50b42487d771d3 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/65b1dd25173bf1a748bcb6882dd5a2a4d3fb7ec0 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/0dc43fea263af4805682a47eef50b42487d771d3 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/65b1dd25173bf1a748bcb6882dd5a2a4d3fb7ec0 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/0dc43fea263af4805682a47eef50b42487d771d3 -> 404
[ERROR] Failed to fetch: https://api.github.com/repos/edx/edx-platform/git/blobs/f83c1083ded4d90d2f425cc082db4932e28e953f -> 404
